,playlist,name,artist,albumreleasedate,genres,energy,danceability,loudness,speechiness,acousticness,liveness,trackpopularity
975,English,Don't Stop Believin',Journey,2010-02-26,album rock,0.781,0.495,-8.109,0.0413,0.254,0.395,64
976,English,Drive,The Cars,1984-03-13,album rock,0.606,0.582,-9.961,0.0289,0.124,0.151,69
977,English,Where Is My Mind?,Pixies,1997-10-06,alternative rock,0.597,0.508,-8.063,0.0396,0.0177,0.091,0
978,English,Go With The Flow,Queens of the Stone Age,2002-01-01,alternative metal,0.991,0.246,-3.903,0.087,0.00944,0.867,72
979,English,Roxanne,The Police,2002-01-01,album rock,0.665,0.612,-9.83,0.39,0.0482,0.0425,48
980,English,Take Me Out,Franz Ferdinand,2004,alternative rock,0.676,0.278,-8.821,0.0371,0.000423,0.136,0
981,English,What You Know,Two Door Cinema Club,2010-04-27,indie rock,0.755,0.549,-3.991,0.0403,0.000741,0.0786,60
982,English,Lemon Tree,Fools Garden,1995-01-01,german pop rock,0.475,0.663,-8.834,0.0417,0.643,0.122,9
983,English,Plush,Stone Temple Pilots,1992-09-29,alternative metal,0.954,0.423,-3.157,0.047,0.0021,0.177,69
984,English,I Am the Highway,Audioslave,2002-11-17,alternative metal,0.662,0.341,-5.023,0.0335,0.105,0.113,69
985,English,Home Sweet Home,Mötley Crüe,1985,album rock,0.777,0.403,-6.416,0.0354,0.0999,0.124,1
986,English,Cum on Feel the Noize,Quiet Riot,1996,album rock,0.908,0.441,-4.627,0.115,0.000183,0.0612,66
987,English,Like a Stone,Audioslave,2002-11-17,alternative metal,0.568,0.614,-5.477,0.0276,0.00797,0.0997,81
988,English,Stairway to Heaven - Remaster,Led Zeppelin,1971-11-08,album rock,0.34,0.338,-12.049,0.0339,0.58,0.116,82
989,English,Otherside,Red Hot Chili Peppers,1999-06-08,alternative rock,0.795,0.458,-3.265,0.0574,0.00316,0.0756,84
990,English,Midnight City,M83,2011-10-17,french shoegaze,0.729,0.507,-5.399,0.0393,0.0182,0.0658,81
991,English,Crazy - Single Version,Gnarls Barkley,2006-03-31,atl hip hop,0.474,0.864,-8.41,0.0367,0.0259,0.0906,56
992,English,I Just Called To Say I Love You,Stevie Wonder,1999-11-23,motown,0.551,0.748,-9.054,0.0239,0.243,0.0943,78
993,English,Wait,M83,2011-10-17,french shoegaze,0.228,0.426,-10.552,0.0322,0.198,0.0832,73
994,English,Stayin' Alive,Bee Gees,1979-01-01,disco,0.826,0.703,-7.179,0.0341,0.0322,0.179,70
995,English,Streets of Philadelphia - Single Edit,Bruce Springsteen,1995-02-27,heartland rock,0.29,0.741,-13.251,0.0302,0.294,0.0924,76
996,English,And I Love Her - Remastered 2009,The Beatles,1964-07-10,beatlesque,0.331,0.767,-10.777,0.0337,0.64,0.0681,73
997,English,Evil Woman,Electric Light Orchestra,1972,album rock,0.58,0.703,-8.611,0.0282,0.461,0.518,64
998,English,Stop Crying Your Heart Out,Oasis,2002-02-03,beatlesque,0.572,0.38,-5.334,0.03,0.0768,0.0776,76
999,English,Mr. Jones,Counting Crows,1993-01-01,neo mellow,0.817,0.578,-6.542,0.0363,0.183,0.285,82
1000,English,Snuff,Slipknot,2008-08-22,alternative metal,0.69,0.544,-5.723,0.0425,0.012,0.0615,72
1001,English,Bother,Stone Sour,2002-08-19,alternative metal,0.281,0.272,-7.634,0.0287,0.388,0.158,66
1002,English,Through Glass,Stone Sour,2006,alternative metal,0.753,0.545,-4.618,0.036,0.0417,0.389,73
1003,English,Hesitate,Stone Sour,2010-01-09,alternative metal,0.805,0.448,-4.194,0.0365,0.000946,0.134,53
1004,English,Zzyzx Rd.,Stone Sour,2006-07-24,alternative metal,0.61,0.473,-5.807,0.0292,0.00691,0.2,48
1005,English,Nobody's Fool,Cinderella,1986,album rock,0.445,0.367,-13.615,0.0286,0.0478,0.163,65
1006,English,Mr. Blue Sky,Electric Light Orchestra,1977,album rock,0.338,0.388,-10.054,0.0329,0.652,0.248,84
1007,English,The Suburbs,Arcade Fire,2010-08-02,alternative rock,0.682,0.616,-6.148,0.0265,0.0578,0.342,62
1008,English,Love Bites,Def Leppard,1987-08-03,album rock,0.743,0.59,-7.078,0.0347,0.067,0.0847,60
1009,English,Africa,TOTO,1982-04-08,album rock,0.373,0.671,-18.064,0.0323,0.257,0.0481,87
1010,English,Believer,Imagine Dragons,2017-06-23,modern rock,0.78,0.776,-4.374,0.128,0.0622,0.081,91
1011,English,Estranged,Guns N' Roses,1991-09-18,glam metal,0.762,0.359,-8.323,0.032,0.0105,0.368,68
1012,English,These Days,Foo Fighters,2011-04-12,alternative metal,0.664,0.531,-4.428,0.0304,0.000261,0.205,67
1013,English,'Til We Die,Slipknot,2008-08-22,alternative metal,0.751,0.482,-4.993,0.0467,0.137,0.162,59
1014,English,"Vermilion, Pt. 2 - Bloodstone Mix",Slipknot,2008-08-22,alternative metal,0.509,0.509,-8.421,0.0295,0.0835,0.135,47
1015,English,Imperfect,Stone Sour,2010-01-09,alternative metal,0.395,0.516,-9.068,0.029,0.516,0.108,50
1016,English,November Rain,Guns N' Roses,1991-09-17,glam metal,0.641,0.294,-9.316,0.0291,0.0163,0.112,83
1017,English,Dead Memories,Slipknot,2008-08-20,alternative metal,0.963,0.547,-2.337,0.0744,0.000443,0.353,62
1018,English,Miracles,Stone Sour,2010-01-09,alternative metal,0.639,0.502,-7.223,0.027,8.59e-05,0.157,44
1019,English,Another Day in Paradise - 2016 Remaster,Phil Collins,1989-11-20,rock drums,0.565,0.78,-7.32,0.0306,0.736,0.063,77
1020,English,Message In A Bottle,The Police,1979-10-02,album rock,0.808,0.577,-7.04,0.039,0.0338,0.221,79
1021,English,Dreams - 2004 Remaster,Fleetwood Mac,1977-02-04,album rock,0.492,0.828,-9.744,0.0276,0.0644,0.128,87
1022,English,This Ain't A Love Song,Bon Jovi,1995-06-27,glam metal,0.635,0.348,-6.836,0.0386,0.0932,0.126,65
1023,English,Have You Ever Seen The Rain,Creedence Clearwater Revival,1970-12-07,classic rock,0.697,0.741,-7.028,0.0277,0.0664,0.133,89
1024,English,Why'd You Only Call Me When You're High?,Arctic Monkeys,2013-09-09,garage rock,0.631,0.691,-6.478,0.0368,0.0483,0.104,90
1025,English,Mary On A Cross,Ghost,2019-09-13,hard rock,0.9,0.466,-4.469,0.0447,0.000235,0.103,84
1026,English Metal,Trust - Remastered 2004 / Remixed,Megadeth,1997-06-17,alternative metal,0.775,0.578,-5.388,0.0509,0.00365,0.196,60
1027,English Metal,Masters of War,Dust Bolt,2016-07-08,german metal,0.94,0.382,-5.696,0.0521,0.00205,0.0704,7
1028,English Metal,Chop Suey!,System Of A Down,2001-09-04,alternative metal,0.934,0.417,-3.908,0.119,0.000278,0.132,87
1029,English Metal,Toxicity,System Of A Down,2001-09-04,alternative metal,0.873,0.413,-4.151,0.0536,0.000264,0.204,85
1030,English Metal,B.Y.O.B.,System Of A Down,2005-05-17,alternative metal,0.981,0.538,-2.688,0.14,0.00662,0.219,80
1031,English Metal,Aerials,System Of A Down,2001-09-04,alternative metal,0.922,0.364,-4.217,0.0567,0.000915,0.0697,82
1032,English Metal,Walk,Pantera,1992-02-21,alternative metal,0.704,0.43,-8.008,0.0804,0.000155,0.0933,78
1033,English Metal,Cowboys from Hell,Pantera,1990-07-20,alternative metal,0.908,0.415,-9.701,0.0765,0.00437,0.082,77
1034,English Metal,This Love,Pantera,1992-02-21,alternative metal,0.73,0.402,-9.327,0.0455,0.000312,0.103,64
1035,English Metal,5 Minutes Alone,Pantera,1994,alternative metal,0.856,0.504,-6.271,0.0423,0.000748,0.114,65
1036,English Metal,Symphony Of Destruction,Megadeth,1992-07-14,alternative metal,0.891,0.61,-5.452,0.0587,0.000805,0.0657,73
1037,English Metal,A Tout Le Monde - Remastered 2004,Megadeth,1994-10-28,alternative metal,0.747,0.272,-4.86,0.0401,0.000393,0.16,69
1038,English Metal,Holy Wars...The Punishment Due - 2004 Remix,Megadeth,1990-10-04,alternative metal,0.985,0.325,-3.941,0.151,0.00177,0.351,71
1039,English Metal,Tornado Of Souls - 2004 Remix,Megadeth,1990-10-04,alternative metal,0.982,0.519,-3.547,0.108,0.00203,0.0971,69
1040,English Metal,Hangar 18 - 2004 Remix,Megadeth,1990-10-04,alternative metal,0.988,0.248,-3.74,0.144,5.87e-05,0.323,64
1041,English Metal,In My Darkest Hour - Remastered 2004,Megadeth,1988-01-26,alternative metal,0.978,0.322,-5.446,0.131,8.66e-05,0.136,58
1042,English Metal,I Want Out,Helloween,1988,german metal,0.859,0.477,-8.625,0.0387,0.000333,0.265,66
1043,English Metal,Glory to the Brave,HammerFall,1997-06-27,gothenburg metal,0.65,0.469,-9.22,0.0344,0.045,0.231,51
1044,English Metal,Sensorium,Epica,2013-03-18,dutch metal,0.982,0.562,-4.119,0.051,0.000404,0.203,0
1045,English Metal,Cry for the Moon (The Embrace That Smothers Part 4),Epica,2013-03-18,dutch metal,0.902,0.446,-5.328,0.0474,0.00681,0.0793,0
1046,English Metal,Illusive Consensus,Epica,2013-03-18,dutch metal,0.984,0.55,-4.453,0.0604,0.000632,0.307,0
1047,English Metal,Never Enough,Epica,2007-09-07,dutch metal,0.929,0.51,-2.656,0.0496,0.0133,0.324,51
1048,English Metal,The Obsessive Devotion,Epica,2007-09-07,dutch metal,0.923,0.416,-4.426,0.0544,0.000981,0.0712,40
1049,English Metal,Victims of Contingency,Epica,2014-05-02,dutch metal,0.884,0.516,-6.427,0.0599,0.000356,0.316,48
1050,English Metal,Painkiller,Judas Priest,1990-09-26,album rock,0.987,0.435,-4.667,0.16,0.000195,0.268,71
1051,English Metal,Under a Glass Moon,Dream Theater,1992-06-30,hard rock,0.852,0.506,-9.989,0.0488,5.68e-05,0.347,50
1052,English Metal,Eagle Fly Free,Helloween,1988,german metal,0.937,0.375,-7.17,0.0859,4.15e-05,0.262,56
1053,English Metal,A Touch of Evil,Judas Priest,1990-09-26,album rock,0.798,0.417,-4.967,0.0368,0.000195,0.0831,52
1054,English Metal,Voice of the Soul,Death,1998,death metal,0.572,0.158,-6.293,0.0346,0.000926,0.144,59
1055,English Metal,Pull Me Under,Dream Theater,1992-06-30,hard rock,0.941,0.532,-9.025,0.0465,0.000579,0.15,65
1056,English Metal,Another Day,Dream Theater,1992-06-30,hard rock,0.614,0.454,-10.41,0.0302,0.00223,0.0936,58
1057,English Metal,Hope Leaves,Opeth,2003-04-22,alternative metal,0.48,0.501,-9.021,0.0249,0.58,0.133,51
1058,English Metal,Nothing Else Matters,Metallica,1991-08-12,hard rock,0.362,0.553,-11.218,0.0263,0.0458,0.075,83
1059,English Metal,One,Metallica,1988-08-25,hard rock,0.695,0.437,-9.447,0.0617,0.00111,0.124,76
1060,English Metal,Master Of Puppets,Metallica,1986-03-03,hard rock,0.836,0.543,-9.11,0.0353,0.000647,0.153,81
1061,English Metal,The Unforgiven,Metallica,1991-08-12,hard rock,0.584,0.54,-9.579,0.0254,0.0108,0.253,76
1062,English Metal,Wisdom of the Kings,Rhapsody,1998,fantasy metal,0.796,0.224,-5.363,0.042,0.000294,0.0666,45
1063,English Metal,Wasted Years - 1998 Remaster,Iron Maiden,2008-04-07,hard rock,0.956,0.224,-5.52,0.119,0.0598,0.152,44
1064,English Metal,Doomsday for the Deceiver,Flotsam & Jetsam,1986,old school thrash,0.881,0.234,-11.353,0.133,0.0152,0.187,28
1065,English Metal,The Trooper - 1998 Remaster,Iron Maiden,2008-04-07,hard rock,0.864,0.288,-6.762,0.0673,0.0172,0.541,46
1066,English Metal,Run to the Hills - 1998 Remaster,Iron Maiden,2008-04-07,hard rock,0.951,0.225,-4.654,0.0924,0.00837,0.219,49
1067,English Metal,The Number of the Beast - 1998 Remaster,Iron Maiden,2008-04-07,hard rock,0.921,0.425,-5.544,0.0673,0.0202,0.0735,37
1068,English Metal,Fear Of The Dark - 1998 Remastered Version,Iron Maiden,1999-05-17,hard rock,0.813,0.301,-8.786,0.0569,0.000659,0.197,51
1069,English Metal,Aces High - 1998 Remaster,Iron Maiden,1999-05-17,hard rock,0.968,0.301,-5.126,0.0606,0.000944,0.186,32
1070,English Metal,2 Minutes to Midnight - 1998 Remaster,Iron Maiden,2008-04-07,hard rock,0.955,0.452,-6.517,0.0637,0.000293,0.175,41
1071,English Metal,Hollow,Pantera,1992-02-21,alternative metal,0.688,0.273,-10.883,0.0326,9.48e-05,0.051,61
1072,English Metal,Triumph for My Magic Steel,Rhapsody,2000,fantasy metal,0.942,0.426,-3.223,0.0449,0.00713,0.0963,47
1073,English Metal,Hearts on Fire,HammerFall,2002-09-23,gothenburg metal,0.905,0.578,-5.978,0.0481,0.000428,0.427,11
1074,English Metal,Alone Again (Re-Recorded / Remastered),Dokken,2010-03-01,album rock,0.842,0.316,-5.042,0.0407,0.000403,0.347,22
1075,English Metal,Alison Hell,Annihilator,1989,canadian metal,0.978,0.365,-6.314,0.0698,0.00016,0.206,52
1076,English Metal,A Tale That Wasn't Right,Helloween,2002-04-09,german metal,0.613,0.305,-6.52,0.0364,0.201,0.28,18
1077,English Metal,Hellraiser,Ozzy Osbourne,1991-09-17,album rock,0.852,0.397,-6.348,0.0344,0.00024,0.228,62
1078,English Metal,Crazy Train - 2002 Version,Ozzy Osbourne,1964,album rock,0.932,0.468,-2.599,0.0621,0.00756,0.309,37
1079,English Metal,Paranoid,Black Sabbath,1970-09-18,album rock,0.631,0.429,-11.514,0.0769,7.85e-05,0.175,84
1080,English Metal,Sabbath Bloody Sabbath,Black Sabbath,1973-12-01,album rock,0.631,0.361,-9.215,0.0356,0.404,0.0685,59
1081,English Metal,Heaven and Hell - 2009 Remaster,Black Sabbath,1980-04-25,album rock,0.445,0.333,-16.343,0.0283,0.00858,0.167,65
1082,English Metal,War Pigs,Black Sabbath,1970-09-18,album rock,0.612,0.464,-12.019,0.0591,0.116,0.171,70
1083,English Metal,N.I.B.,Black Sabbath,1970-02-13,album rock,0.556,0.476,-10.586,0.0646,0.0838,0.125,66
1084,English Metal,Planet Caravan,Black Sabbath,1970-09-18,album rock,0.0889,0.417,-24.661,0.036,0.926,0.083,63
1085,English Metal,Die Young - 2009 Remaster,Black Sabbath,1980-04-25,album rock,0.707,0.313,-10.42,0.0346,0.00783,0.076,50
1086,English Metal,Wishing Well - 2009 Remaster,Black Sabbath,1980-04-25,album rock,0.759,0.439,-13.139,0.0415,0.000158,0.146,44
1087,English Metal,Children of the Sea - 2009 Remaster,Black Sabbath,1980-04-25,album rock,0.645,0.424,-10.09,0.0319,0.0128,0.191,49
1088,English Metal,Lonely Is the Word - 2009 Remaster,Black Sabbath,1980-04-25,album rock,0.49,0.433,-15.515,0.0313,0.00109,0.0736,43
1089,English Metal,Children of the Grave,Black Sabbath,1971-07-21,album rock,0.658,0.311,-13.529,0.0406,0.0706,0.093,67
1090,English Metal,Dawn of Victory,Rhapsody,2000,fantasy metal,0.955,0.464,-3.778,0.0387,0.00524,0.161,55
1091,English Metal,Halloween,Helloween,1987,german metal,0.956,0.205,-6.37,0.142,0.00153,0.099,47
1092,English Metal,Black Diamond - Remastered 2016,Stratovarius,2016-05-20,finnish power metal,0.991,0.391,-5.934,0.0759,8.82e-05,0.0803,45
1093,English Metal,Wash Away the Poison,Edguy,2001-09-24,german metal,0.725,0.429,-5.018,0.0312,0.0196,0.115,39
1094,English Metal,Psychosocial,Slipknot,2008-08-22,alternative metal,0.989,0.576,-1.909,0.112,0.00252,0.0243,68
1095,English Metal,Sulfur,Slipknot,2008-08-22,alternative metal,0.985,0.278,-1.934,0.129,0.000234,0.104,63
1096,English Metal,Dead Memories,Slipknot,2008-08-22,alternative metal,0.963,0.547,-2.337,0.0744,0.000443,0.353,65
1097,English Metal,Wrong Side of Heaven,Five Finger Death Punch,2013-07-26,alternative metal,0.932,0.481,-4.592,0.083,0.00721,0.337,69
1098,English Metal,Iron Man,Black Sabbath,1970-09-18,album rock,0.769,0.332,-11.503,0.0765,0.00367,0.0372,74
1099,English Metal,Rainbow In The Dark,Dio,1983,album rock,0.912,0.508,-8.049,0.0368,7.06e-05,0.0492,70
1100,English Metal,The Evil That Men Do - 2015 Remaster,Iron Maiden,1988,hard rock,0.977,0.255,-4.672,0.11,0.00852,0.0776,61
1101,English Metal,Unleashed,Epica,2009-10-16,dutch metal,0.931,0.243,-2.731,0.0915,0.00437,0.072,50
1102,English Metal,FullMoon,Sonata Arctica,1999-01-01,finnish power metal,0.93,0.22,-4.016,0.065,0.000291,0.112,28
1103,English Metal,Guardians Of Asgaard,Amon Amarth,2008-09-30,groove metal,0.953,0.529,-4.562,0.0594,0.000129,0.146,62
1104,English Metal,Carry On,ANGRA,1998-01-01,brazilian metal,0.985,0.17,-4.369,0.169,9.05e-05,0.0227,0
1105,English Metal,Gateways,Dimmu Borgir,2010-09-24,black metal,0.943,0.172,-4.377,0.107,0.000224,0.168,53
1106,English Metal,Between the Hammer & the Anvil,Judas Priest,1990-09-26,album rock,0.984,0.318,-4.693,0.109,0.000109,0.144,49
1107,English Metal,Time,ANGRA,1998-01-01,brazilian metal,0.828,0.424,-7.65,0.0494,0.0351,0.0823,0
1108,English Metal,Cemetery Gates,Pantera,1990-07-20,alternative metal,0.726,0.274,-11.541,0.0449,0.000212,0.0993,71
1109,English Metal,Peace Sells - Remastered,Megadeth,1986,alternative metal,0.932,0.322,-4.252,0.163,8.57e-05,0.0969,66
1110,English Metal,Domination,Pantera,1990-07-20,alternative metal,0.888,0.372,-5.88,0.0943,0.000211,0.115,70
1111,English Metal,Teutonic Terror,Accept,2010-08-20,german heavy metal,0.976,0.324,-3.84,0.0679,0.000157,0.11,58
1112,English Metal,Revolution Is My Name,Pantera,2000-01-01,alternative metal,0.988,0.243,-3.485,0.197,6.17e-05,0.341,61
1113,English Metal,Enemy of God,Kreator,2005-01-10,death metal,0.99,0.319,-5.133,0.124,3.5e-05,0.254,49
1114,English Metal,Mouth for War,Pantera,1992-02-21,alternative metal,0.954,0.329,-7.006,0.0722,4.2e-06,0.051,65
1115,English Metal,Before I Forget,Slipknot,2004,alternative metal,0.974,0.291,-2.997,0.171,0.0177,0.886,80
1116,English Metal,Mr. Crowley,Ozzy Osbourne,1980-09-20,album rock,0.757,0.287,-6.482,0.0591,0.204,0.359,0
1117,English Metal,Wasting Love - 2015 Remaster,Iron Maiden,1992,hard rock,0.667,0.324,-5.373,0.0321,0.00562,0.0873,67
1118,English Metal,Forever & One,Helloween,2002-04-09,german metal,0.724,0.172,-7.208,0.0461,0.0664,0.339,55
1119,English Metal,Duality,Slipknot,2004,alternative metal,0.982,0.354,-3.026,0.168,0.000237,0.204,83
1120,English Metal,Breaking the Law,Judas Priest,1980,album rock,0.961,0.362,-5.664,0.0857,0.024,0.159,76
1121,English Metal,Dance of Death - 2015 Remaster,Iron Maiden,2003,hard rock,0.876,0.311,-5.115,0.0936,0.0466,0.134,57
1122,English Metal,Ace of Spades,Motörhead,1980-11-08,alternative metal,0.91,0.342,-7.748,0.0758,4.02e-05,0.0823,78
1123,English Metal,Seek & Destroy - Remastered,Metallica,1983-07-24,hard rock,0.964,0.445,-5.493,0.282,0.037,0.0773,71
1124,English Metal,The Day That Never Comes,Metallica,2008-01-01,hard rock,0.982,0.334,-2.293,0.0619,9.11e-05,0.106,67
1125,English Metal,Be Quick or Be Dead - 2015 Remaster,Iron Maiden,1992,hard rock,0.965,0.319,-4.354,0.0646,9.4e-05,0.141,62
1126,English Metal,I'm Broken,Pantera,1994,alternative metal,0.878,0.419,-6.352,0.0553,0.000594,0.139,69
1127,English Metal,You Could Be Mine,Guns N' Roses,1991-09-18,glam metal,0.985,0.35,-5.676,0.122,0.00876,0.36,74
1128,English Metal,Phantom of the Opera - 2015 Remaster,Iron Maiden,1980,hard rock,0.952,0.319,-5.315,0.0723,6.28e-05,0.918,60
1129,English Metal,Napalm in the Morning,Sodom,2001-10-22,black thrash,0.816,0.254,-7.327,0.0506,5.82e-05,0.0865,50
1130,English Metal,Mother,Danzig,1988-01-01,alternative metal,0.763,0.365,-9.45,0.0591,0.00726,0.0865,77
1131,English Metal,Stone the Crow,DOWN,1995-08-29,alternative metal,0.911,0.444,-6.117,0.0398,0.0139,0.0868,58
1132,Random,El Amor Acaba,José José,2003-02-04,bolero,0.434,0.599,-8.055,0.0597,0.839,0.098,39
1133,Random,It Wasn't Me,Shaggy,2000-08-08,dance pop,0.606,0.853,-4.596,0.0713,0.0561,0.313,83
1134,Random,Cancion del Mariachi,Antonio Banderas,2004-05-04,,0.757,0.568,-6.867,0.072,0.544,0.188,68
1135,Random,Amigo De Que,Charlie Zaa,2011-09-06,bolero,0.692,0.775,-3.259,0.0427,0.752,0.154,38
1136,Random,Clint Eastwood,Gorillaz,2001-03-26,alternative hip hop,0.694,0.663,-8.627,0.171,0.0253,0.0698,79
1137,Random,Frijolero,Molotov,2003-01-01,latin alternative,0.653,0.774,-4.304,0.0361,0.107,0.0609,72
1138,Random,La Maza,Silvio Rodríguez,2007-03-26,cantautor,0.331,0.555,-17.718,0.27,0.652,0.235,54
1139,Random,Angel o Demonio,Luisito Muñoz,2017-09-19,musica popular colombiana,0.482,0.817,-7.198,0.031,0.505,0.122,0
1140,Random,Because I Got High - Extended Version,Afroman,2001-08-28,comedy rap,0.336,0.788,-8.56,0.561,0.108,0.321,54
1141,Random,Careless Whisper,George Michael,1986-11-25,new wave pop,0.545,0.583,-11.698,0.0351,0.232,0.133,62
1142,Random,Mine,Bazzi,2018-04-12,pop,0.789,0.71,-3.874,0.0722,0.0161,0.451,77
1143,Random,El Triste,José José,1970,bolero,0.612,0.378,-6.24,0.0405,0.769,0.184,69
1144,Random,La Nave del Olvido,José José,1998,bolero,0.306,0.315,-8.777,0.0293,0.757,0.188,65
1145,Random,Stfu,Pink Guy,2017-01-04,comedy rap,0.524,0.827,-9.819,0.0536,0.552,0.198,57
1146,Random,Will He,Joji,2017-11-03,viral pop,0.217,0.618,-15.372,0.0515,0.836,0.538,55
1147,Random,Betrayed,Lil Xan,2018-04-06,cloud rap,0.434,0.821,-9.194,0.118,0.434,0.128,70
1148,Random,lovely (with Khalid),Billie Eilish,2018-04-19,art pop,0.296,0.351,-10.109,0.0333,0.934,0.095,91
1149,Random,idontwannabeyouanymore,Billie Eilish,2017-12-22,art pop,0.412,0.483,-8.461,0.0402,0.737,0.116,83
1150,Random,bellyache,Billie Eilish,2017-02-24,art pop,0.573,0.695,-8.597,0.106,0.46,0.482,80
1151,Random,Lost on You,LP,2017-05-05,la pop,0.724,0.433,-6.126,0.0372,0.1,0.0918,78
1152,Random,Es Épico,Canserbero,2012,boom bap espanol,0.816,0.665,-6.753,0.266,0.448,0.297,77
1153,Random,Dilemma,Nelly,2002-06-25,dance pop,0.552,0.727,-8.074,0.14,0.227,0.198,81
1154,Random,Empire State Of Mind,JAY-Z,2009-09-08,east coast hip hop,0.956,0.491,-1.538,0.392,0.0295,0.46,85
1155,Random,Feels Like Summer,Childish Gambino,2018-07-11,atl hip hop,0.596,0.55,-8.214,0.134,0.162,0.0805,74
1156,Random,Bonfire,Childish Gambino,2011-11-15,atl hip hop,0.745,0.506,-6.044,0.331,0.0594,0.341,5
1157,Random,Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,1994-09-13,east coast hip hop,0.501,0.604,-10.171,0.425,0.466,0.091,70
1158,Random,Para Siempre,Vicente Fernández,2007-08-26,mariachi,0.283,0.728,-11.252,0.0323,0.818,0.0905,68
1159,Random,Happier,Marshmello,2018-08-17,brostep,0.792,0.687,-2.749,0.0452,0.191,0.167,85
1160,Random,September,"Earth, Wind & Fire",2018-12-07,disco,0.694,0.696,-11.577,0.031,0.144,0.17,37
1161,Random,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,2014-11-07,chicago house,0.741,0.72,-6.529,0.0287,0.101,0.289,82
1162,Random,Boogie Wonderland (with The Emotions),"Earth, Wind & Fire",2008-07-25,disco,0.829,0.781,-8.69,0.0348,0.215,0.0516,25
1163,Random,P.Y.T. (Pretty Young Thing),Michael Jackson,2008-02-08,r&b,0.816,0.888,-4.909,0.0404,0.233,0.127,71
1164,Random,La Cartera,Orquesta Harlow,1974-01-01,latin jazz,0.719,0.623,-4.86,0.0541,0.576,0.249,56
1165,Random,Remember the Time,Michael Jackson,1991-11-13,r&b,0.921,0.831,-2.383,0.0582,0.153,0.305,75
1166,Random,Almohada,José José,1980-08-25,bolero,0.328,0.302,-11.542,0.0398,0.774,0.295,70
1167,Random,Querida,Juan Gabriel,1984-01-11,cancion melodica,0.383,0.528,-11.17,0.0258,0.376,0.11,70
1168,Random,Así Fue - En Vivo [Desde el Instituto Nacional de Bellas Artes],Juan Gabriel,1998-01-11,cancion melodica,0.674,0.577,-7.734,0.0412,0.0337,0.966,65
1169,Random,Más Que Real,Crack Family,2015-12-18,colombian hip hop,0.934,0.404,-2.354,0.288,0.094,0.333,59
1170,Random,Predestinación,Aries Vigoth,2001-07-12,joropo,0.741,0.615,-7.21,0.0396,0.317,0.236,44
1171,Random,Dos Gardenias,Angel Canales,1979,salsa,0.0683,0.539,-18.162,0.0511,0.769,0.0753,53
1172,Random,El Arruinao,Gildardo Montoya,2019,classic colombian pop,0.565,0.919,-9.1,0.0816,0.506,0.153,39
1173,Random,El Trompo Sarandengue,Sol Barniz,2016-08-23,musica andina colombiana,0.871,0.772,-4.909,0.155,0.103,0.0541,26
1174,Random,Before You Go,Lewis Capaldi,2019-11-19,pop,0.575,0.459,-4.858,0.0573,0.604,0.0885,76
1175,Random,Someone You Loved,Lewis Capaldi,2019-05-17,pop,0.405,0.501,-5.679,0.0319,0.751,0.105,91
1176,Random,La Plata,Diomedes Diaz,1994,cumbia,0.842,0.671,-7.979,0.207,0.188,0.0359,56
1177,Random,La Carencia,Panteon Rococo,2014-07-15,latin alternative,0.947,0.766,-5.583,0.183,0.304,0.168,31
1178,Random,Quiero Llorar y No Puedo,Jovanny Cadena Y Su Estilo Privado,2019-03-29,banda,0.567,0.554,-4.642,0.0325,0.734,0.114,60
1179,Random,Pensando en Ti,Canserbero,2010,boom bap espanol,0.758,0.434,-4.807,0.312,0.597,0.248,74
1180,Random,Las Tetas D.,Crack Family,2015-12-18,colombian hip hop,0.792,0.714,-7.485,0.271,0.229,0.199,60
1181,Random,Simplemente Gracias,Calibre 50,2019-08-16,banda,0.557,0.755,-5.982,0.0302,0.691,0.104,74
1182,Random,Chachachá,Jósean Log,2016-10-14,mexican indie,0.321,0.68,-10.944,0.0376,0.791,0.125,80
1183,Random,Borracho de Amor,Edwin Luna y La Trakalosa de Monterrey,2013-05-14,banda,0.477,0.646,-5.61,0.0404,0.702,0.0885,1
1184,Random,Ella,Junior H,2019-10-31,corrido,0.732,0.478,-4.342,0.0779,0.363,0.0768,81
1185,Random,Tú,Carin Leon,2020-05-22,banda,0.476,0.669,-6.635,0.0395,0.382,0.21,3
1186,Random,Sin Ti,King Chango,2000,venezuelan rock,0.529,0.725,-5.565,0.0375,0.0908,0.174,63
1187,Random,Cuando Vayas Conmigo,Canserbero,2008,boom bap espanol,0.695,0.649,-8.1,0.249,0.579,0.692,70
1188,Random,Me La Avente,Carin Leon,2019-08-01,banda,0.48,0.723,-4.1,0.0326,0.557,0.0705,2
1189,Random,Detente,Mike Bahía,2019-11-15,colombian pop,0.585,0.736,-4.617,0.346,0.273,0.106,72
1190,Random,Amor de Siempre,Cuco,2016-07-09,bedroom pop,0.642,0.565,-7.21,0.05,0.615,0.138,1
1191,Random,Amar y Querer,José José,1982,bolero,0.32,0.484,-15.424,0.0331,0.743,0.756,0
1192,Random,Vámonos a Marte,Kevin Kaarl,2019-02-28,indie triste,0.16,0.675,-11.667,0.0586,0.985,0.164,79
